SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
3		298		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		5		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		7		0		0		0		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
0		0		0		1		2963		0		0		0		0		0		0		1	
0		0		0		9		937		0		0		0		0		0		0		0	
0		0		0		10		1031		0		0		0		0		0		0		0	
0		0		0		10		1036		0		0		0		0		0		0		0	
0		0		0		9		930		0		0		0		0		0		0		0	
0		0		0		10		1026		0		0		0		0		0		0		0	
0		0		0		10		1027		0		0		0		0		0		0		0	
0		0		0		10		1028		0		0		0		0		0		0		0	
0		0		0		9		921		0		0		0		0		0		0		0	
0		0		0		10		1023		0		0		0		0		0		0		0	
0		0		0		10		1026		0		0		0		0		0		0		0	
0		0		0		10		1026		0		0		0		0		0		0		0	
0		0		0		9		925		0		0		0		0		0		0		0	
0		0		0		10		1030		0		0		0		0		0		0		0	
0		0		0		10		1025		0		0		0		0		0		0		0	
0		0		0		10		1021		0		0		0		0		0		0		0	
0		0		0		9		919		0		0		0		0		0		0		0	
0		0		0		10		1031		0		0		0		0		0		0		0	
0		0		0		10		1028		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
0		0		0		7		715		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		4		9889		0		0		0		0		0		0		0	
0		0		0		10		1432		0		0		0		0		0		0		0	
0		0		0		9		915		0		0		0		0		0		0		0	
0		0		0		10		1022		0		0		0		0		0		0		0	
0		0		0		10		1027		0		0		0		0		0		0		0	
0		0		0		10		1035		0		0		0		0		0		0		0	
0		0		0		9		926		0		0		0		0		0		0		0	
0		0		0		10		1028		0		0		0		0		0		0		0	
0		0		0		10		1016		0		0		0		0		0		0		0	
0		0		0		9		931		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
0		0		0		20		2043		0		0		0		0		0		0		0	
0		0		0		10		1022		0		0		0		0		0		0		0	
0		0		0		10		1021		0		0		0		0		0		0		0	
0		0		0		9		929		0		0		0		0		0		0		0	
0		0		0		10		1041		0		0		0		0		0		0		0	
0		0		0		10		1023		0		0		0		0		0		0		0	
0		0		0		9		921		0		0		0		0		0		0		0	
0		0		0		10		1015		0		0		0		0		0		0		0	
0		0		0		10		1021		0		0		0		0		0		0		0	
0		0		0		10		1019		0		0		0		0		0		0		0	
0		0		0		10		1021		0		0		0		0		0		0		0	
0		0		0		10		1020		0		0		0		0		0		0		0	
0		0		0		9		923		0		0		0		0		0		0		0	
0		0		0		10		1016		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
3		230		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		4		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		4		0		0		0		0		0		0		0		0		0		0	
1		5		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		7		0		0		0		0		0		0		0		0		0		0	
1		2		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
0		0		0		0		0		0		0		0		0		0		0		0	
SEND_CNT	SEND_TIME	SEND_ERR	POLL_CNT	POLL_TIME	RECV_CNT	PROC_CNT	PROC_TIME	PROC_ERR	COMMIT_CNT	COMMIT_TIME	HANDLER	
3		226		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		4		0		0		0		0		0		0		0		0		0		0	
1		7		0		0		0		0		0		0		0		0		0		0	
1		3		0		0		0		0		0		0		0		0		0		0	
1		4		0		0		0		0		0		0		0		0		0		0	
